VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,PULocationID,DOLocationID,fare_amount,total_amount,pickup_zone,pickup_borough,dropoff_zone
2,2019-01-01 18:27:28,2019-01-01 18:51:33,1,13.05,38,20,36.00,55.98,Cambria Heights,Queens,Belmont
1,2019-01-01 08:43:23,2019-01-01 08:56:42,1,3.60,41,1,13.00,14.30,Central Harlem,Manhattan,Newark Airport
1,2019-01-01 23:58:02,2019-01-02 00:26:25,2,6.40,1,49,24.00,31.60,Newark Airport,EWR,Clinton Hill
2,2019-01-01 00:24:15,2019-01-01 00:28:42,2,1.05,25,41,5.50,6.80,Boerum Hill,Brooklyn,Central Harlem
2,2019-01-01 23:31:31,2019-01-01 23:43:34,1,2.16,41,16,10.00,11.30,Central Harlem,Manhattan,Bayside
1,2019-01-01 08:38:48,2019-01-01 08:43:38,1,0.70,38,38,5.50,6.80,Cambria Heights,Queens,Cambria Heights
1,2019-01-01 00:47:44,2019-01-01 00:59:06,1,2.30,39,29,10.00,12.30,Canarsie,Brooklyn,Brighton Beach
2,2019-01-01 00:14:16,2019-01-01 00:25:16,1,1.87,11,40,9.50,12.96,Bath Beach,Brooklyn,Carroll Gardens
2,2019-01-01 00:32:07,2019-01-01 00:57:22,1,8.99,11,44,28.50,38.74,Bath Beach,Brooklyn,Charleston/Tottenville
2,2019-01-01 00:10:43,2019-01-01 01:23:59,1,33.06,43,42,92.00,99.06,Central Park,Manhattan,Central Harlem North
1,2019-01-01 04:05:18,2019-01-01 04:22:11,1,1.70,8,36,12.00,13.30,Astoria Park,Queens,Bushwick North
1,2019-01-01 17:26:54,2019-01-01 17:45:37,1,3.20,36,45,15.00,25.06,Bushwick North,Brooklyn,Chinatown
1,2019-01-01 02:48:39,2019-01-01 03:21:15,2,8.80,45,44,29.00,30.30,Chinatown,Manhattan,Charleston/Tottenville
2,2019-01-01 14:05:02,2019-01-01 14:12:41,4,2.12,26,12,9.00,10.30,Borough Park,Brooklyn,Battery Park
2,2019-01-01 22:32:05,2019-01-01 22:35:53,3,0.81,25,25,5.00,7.80,Boerum Hill,Brooklyn,Boerum Hill
2,2019-01-01 07:49:11,2019-01-01 08:39:31,4,13.40,29,15,46.00,56.76,Brighton Beach,Brooklyn,Bay Terrace/Fort Totten
2,2019-01-01 08:13:43,2019-01-01 08:33:04,3,4.96,39,26,17.50,22.56,Canarsie,Brooklyn,Borough Park
2,2019-01-01 21:45:27,2019-01-01 21:51:33,2,1.26,29,37,6.00,8.40,Brighton Beach,Brooklyn,Bushwick South
2,2019-01-01 07:59:12,2019-01-01 08:25:06,2,5.65,20,6,22.50,25.80,Belmont,Bronx,Arrochar/Fort Wadsworth
2,2019-01-01 03:35:22,2019-01-01 03:47:16,1,0.96,36,20,8.00,12.09,Bushwick North,Brooklyn,Belmont
2,2019-01-01 16:48:15,2019-01-01 17:10:35,1,3.21,11,31,15.00,18.30,Bath Beach,Brooklyn,Bronx Park
1,2019-01-01 16:52:24,2019-01-01 17:24:58,1,3.40,34,42,20.50,21.80,Brooklyn Navy Yard,Brooklyn,Central Harlem North
2,2019-01-01 08:08:53,2019-01-01 08:17:34,1,1.79,20,13,8.00,9.30,Belmont,Bronx,Battery Park City
2,2019-01-01 01:19:12,2019-01-01 01:40:42,1,3.59,13,13,16.50,17.80,Battery Park City,Manhattan,Battery Park City
2,2019-01-01 18:49:47,2019-01-01 19:18:59,1,12.28,13,35,36.00,37.30,Battery Park City,Manhattan,Brownsville
2,2019-01-01 01:42:26,2019-01-01 01:49:56,1,1.50,24,41,7.50,10.80,Bloomingdale,Manhattan,Central Harlem
2,2019-01-01 23:53:41,2019-01-01 23:58:48,1,0.81,41,42,5.50,6.80,Central Harlem,Manhattan,Central Harlem North
2,2019-01-01 03:02:19,2019-01-01 03:08:11,1,1.04,42,16,6.00,7.30,Central Harlem North,Manhattan,Bayside
2,2019-01-01 09:24:08,2019-01-01 09:33:28,1,1.55,20,18,8.00,11.16,Belmont,Bronx,Bedford Park
2,2019-01-01 08:50:40,2019-01-01 09:02:53,1,1.58,18,29,9.50,10.80,Bedford Park,Bronx,Brighton Beach
1,2019-01-01 23:16:32,2019-01-01 23:26:30,1,1.40,34,33,8.00,12.05,Brooklyn Navy Yard,Brooklyn,Brooklyn Heights
1,2019-01-01 01:59:34,2019-01-01 02:07:07,2,1.80,14,29,8.00,11.15,Bay Ridge,Brooklyn,Brighton Beach
1,2019-01-01 22:18:54,2019-01-01 22:37:30,1,1.20,37,11,12.50,13.80,Bushwick South,Brooklyn,Bath Beach
1,2019-01-01 01:44:58,2019-01-01 02:04:36,2,2.50,12,18,13.50,17.75,Battery Park,Manhattan,Bedford Park
1,2019-01-01 23:09:45,2019-01-01 23:16:24,1,0.60,20,37,6.00,8.75,Belmont,Bronx,Bushwick South
1,2019-01-01 18:23:35,2019-01-01 18:33:02,3,0.80,7,20,7.50,9.91,Astoria,Queens,Belmont
1,2019-01-01 22:49:39,2019-01-01 22:59:32,2,1.20,37,29,7.50,8.80,Bushwick South,Brooklyn,Brighton Beach
1,2019-01-01 07:29:52,2019-01-01 07:40:19,1,2.40,41,38,10.50,14.16,Central Harlem,Manhattan,Cambria Heights
1,2019-01-01 22:42:52,2019-01-01 23:10:01,2,6.40,39,13,23.50,29.75,Canarsie,Brooklyn,Battery Park City
1,2019-01-01 18:49:02,2019-01-01 19:03:10,1,2.00,31,4,10.50,12.80,Bronx Park,Bronx,Alphabet City
1,2019-01-01 07:45:02,2019-01-01 08:06:36,2,2.90,34,48,15.00,16.30,Brooklyn Navy Yard,Brooklyn,Clinton East
2,2019-01-01 02:41:07,2019-01-01 03:02:09,6,7.90,50,43,25.00,26.30,Clinton West,Manhattan,Central Park
2,2019-01-01 22:10:58,2019-01-01 22:26:52,5,3.36,5,25,13.50,17.76,Arden Heights,Staten Island,Boerum Hill
2,2019-01-01 22:30:51,2019-01-01 22:59:22,5,5.62,49,6,23.00,29.16,Clinton Hill,Brooklyn,Arrochar/Fort Wadsworth
2,2019-01-01 01:15:04,2019-01-01 01:23:47,1,1.28,12,20,7.50,11.00,Battery Park,Manhattan,Belmont
2,2019-01-01 00:27:25,2019-01-01 01:00:00,1,16.86,33,1,46.50,59.75,Brooklyn Heights,Brooklyn,Newark Airport
1,2019-01-01 23:06:40,2019-01-01 23:16:55,3,1.10,29,34,8.00,11.60,Brighton Beach,Brooklyn,Brooklyn Navy Yard
1,2019-01-01 18:55:25,2019-01-01 19:07:27,2,2.10,25,36,10.00,13.55,Boerum Hill,Brooklyn,Bushwick North
2,2019-01-01 01:36:53,2019-01-01 01:58:20,1,11.12,41,21,31.00,32.30,Central Harlem,Manhattan,Bensonhurst East
1,2019-01-01 23:54:43,2019-01-02 00:06:33,2,2.60,32,33,10.50,12.80,Bronxdale,Bronx,Brooklyn Heights
2,2019-01-01 02:36:21,2019-01-01 03:24:54,2,9.52,29,27,36.50,37.80,Brighton Beach,Brooklyn,Breezy Point/Fort Tilden/Riis Beach
2,2019-01-01 03:13:10,2019-01-01 03:20:37,1,1.28,37,20,7.00,8.30,Bushwick South,Brooklyn,Belmont
2,2019-01-01 01:32:09,2019-01-01 01:49:04,1,2.80,14,31,12.50,13.80,Bay Ridge,Brooklyn,Bronx Park
2,2019-01-01 07:51:57,2019-01-01 08:01:57,1,2.72,31,46,10.00,13.56,Bronx Park,Bronx,City Island
1,2019-01-01 09:00:40,2019-01-01 09:16:07,1,4.70,42,10,16.00,17.30,Central Harlem North,Manhattan,Baisley Park
1,2019-01-01 02:27:09,2019-01-01 02:34:35,1,1.20,7,7,7.00,8.30,Astoria,Queens,Astoria
1,2019-01-01 07:48:19,2019-01-01 07:53:15,1,1.20,41,13,6.00,8.75,Central Harlem,Manhattan,Battery Park City
1,2019-01-01 09:54:37,2019-01-01 10:11:27,1,3.30,13,24,13.50,14.80,Battery Park City,Manhattan,Bloomingdale
2,2019-01-01 09:20:13,2019-01-01 09:50:37,1,17.93,32,49,48.50,54.80,Bronxdale,Bronx,Clinton Hill
2,2019-01-01 01:24:09,2019-01-01 01:34:43,1,2.02,25,32,10.00,14.69,Boerum Hill,Brooklyn,Bronxdale
2,2019-01-01 09:43:43,2019-01-01 09:51:21,1,1.22,29,13,7.00,9.30,Brighton Beach,Brooklyn,Battery Park City
2,2019-01-01 03:56:23,2019-01-01 03:59:50,1,0.78,34,13,4.50,6.80,Brooklyn Navy Yard,Brooklyn,Battery Park City
2,2019-01-01 02:09:04,2019-01-01 02:11:52,2,1.23,40,12,5.50,6.80,Carroll Gardens,Brooklyn,Battery Park
2,2019-01-01 17:26:00,2019-01-01 17:29:58,2,0.91,41,36,5.00,7.24,Central Harlem,Manhattan,Bushwick North
2,2019-01-01 22:31:32,2019-01-01 22:41:56,1,2.61,13,41,10.50,11.80,Battery Park City,Manhattan,Central Harlem
2,2019-01-01 00:46:25,2019-01-01 00:55:45,2,1.61,16,25,9.00,12.36,Bayside,Queens,Boerum Hill
2,2019-01-01 16:07:08,2019-01-01 16:35:15,1,9.20,49,29,29.50,36.96,Clinton Hill,Brooklyn,Brighton Beach
2,2019-01-01 16:50:42,2019-01-01 16:54:59,1,0.69,29,10,5.00,6.30,Brighton Beach,Brooklyn,Baisley Park
1,2019-01-01 18:35:26,2019-01-01 19:15:29,1,8.10,11,40,31.50,32.80,Bath Beach,Brooklyn,Carroll Gardens
2,2019-01-01 07:14:34,2019-01-01 07:17:39,1,0.34,20,20,4.00,6.36,Belmont,Bronx,Belmont
2,2019-01-01 07:25:12,2019-01-01 07:35:00,1,1.61,7,29,8.00,11.16,Astoria,Queens,Brighton Beach
2,2019-01-01 03:36:09,2019-01-01 03:45:58,1,3.01,29,7,11.00,12.30,Brighton Beach,Brooklyn,Astoria
2,2019-01-01 02:02:57,2019-01-01 02:07:17,1,0.53,45,31,4.50,5.80,Chinatown,Manhattan,Bronx Park
2,2019-01-01 19:24:54,2019-01-01 19:36:29,1,1.98,31,18,10.00,14.12,Bronx Park,Bronx,Bedford Park
2,2019-01-01 07:38:21,2019-01-01 08:00:48,1,2.06,18,48,15.00,19.56,Bedford Park,Bronx,Clinton East
2,2019-01-01 00:28:42,2019-01-01 00:37:46,6,0.66,48,29,7.00,8.30,Clinton East,Manhattan,Brighton Beach
2,2019-01-01 01:39:29,2019-01-01 02:05:32,6,8.51,29,42,27.50,31.68,Brighton Beach,Brooklyn,Central Harlem North
2,2019-01-01 08:07:03,2019-01-01 08:34:59,1,16.78,32,29,52.00,68.64,Bronxdale,Bronx,Brighton Beach
2,2019-01-01 02:38:14,2019-01-01 02:43:50,1,0.96,29,41,5.50,6.80,Brighton Beach,Brooklyn,Central Harlem
2,2019-01-01 09:44:58,2019-01-01 09:54:49,1,2.21,41,37,9.00,12.36,Central Harlem,Manhattan,Bushwick South
2,2019-01-01 01:02:31,2019-01-01 01:24:01,1,5.48,39,31,19.50,24.96,Canarsie,Brooklyn,Bronx Park
2,2019-01-01 08:25:31,2019-01-01 08:45:43,1,3.36,31,12,15.00,19.56,Bronx Park,Bronx,Battery Park
2,2019-01-01 03:55:44,2019-01-01 04:06:17,1,2.59,30,13,10.00,11.30,Broad Channel,Queens,Battery Park City
1,2019-01-01 00:25:30,2019-01-01 00:33:17,1,1.70,31,29,8.00,11.15,Bronx Park,Bronx,Brighton Beach
1,2019-01-01 22:34:54,2019-01-01 22:37:33,1,0.40,29,13,4.00,5.30,Brighton Beach,Brooklyn,Battery Park City
1,2019-01-01 03:40:07,2019-01-01 03:57:13,2,4.50,7,38,17.50,19.80,Astoria,Queens,Cambria Heights
1,2019-01-01 21:59:14,2019-01-01 22:36:20,1,6.60,38,13,30.50,38.15,Cambria Heights,Queens,Battery Park City
2,2019-01-01 03:16:33,2019-01-01 03:34:51,1,3.39,39,12,14.50,18.96,Canarsie,Brooklyn,Battery Park
2,2019-01-01 23:39:27,2019-01-01 23:41:45,1,0.40,13,13,3.50,4.80,Battery Park City,Manhattan,Battery Park City
2,2019-01-01 09:43:25,2019-01-01 09:50:02,1,1.89,13,29,7.50,10.56,Battery Park City,Manhattan,Brighton Beach
2,2019-01-01 00:52:39,2019-01-01 01:08:08,1,3.93,29,7,14.00,15.30,Brighton Beach,Brooklyn,Astoria
2,2019-01-01 16:06:47,2019-01-01 16:11:55,2,1.14,31,11,6.00,7.30,Bronx Park,Bronx,Bath Beach
2,2019-01-01 16:22:47,2019-01-01 16:32:10,2,1.27,49,40,8.00,12.09,Clinton Hill,Brooklyn,Carroll Gardens
2,2019-01-01 15:45:02,2019-01-01 16:04:05,2,1.89,13,36,13.00,17.88,Battery Park City,Manhattan,Bushwick North
1,2019-01-01 23:15:51,2019-01-01 23:31:19,1,0.90,18,46,8.50,9.80,Bedford Park,Bronx,City Island
1,2019-01-01 18:47:20,2019-01-01 19:06:21,1,4.10,46,11,16.50,17.80,City Island,Bronx,Bath Beach
2,2019-01-01 23:37:24,2019-01-02 00:01:44,2,10.11,48,42,31.00,38.76,Clinton East,Manhattan,Central Harlem North
1,2019-01-01 16:31:27,2019-01-01 16:36:12,2,0.70,29,24,5.50,6.80,Brighton Beach,Brooklyn,Bloomingdale
1,2019-01-01 02:40:36,2019-01-01 03:05:23,1,5.60,7,1,21.00,28.95,Astoria,Queens,Newark Airport
2,2019-01-01 22:40:24,2019-01-01 22:58:03,1,5.91,20,33,19.50,24.96,Belmont,Bronx,Brooklyn Heights
1,2019-01-01 16:00:46,2019-01-01 16:23:58,1,12.40,41,33,34.50,40.00,Central Harlem,Manhattan,Brooklyn Heights
1,2019-01-01 22:38:10,2019-01-01 22:46:52,1,1.30,45,48,7.50,11.00,Chinatown,Manhattan,Clinton East
1,2019-01-01 01:47:46,2019-01-01 01:54:17,1,0.60,48,48,6.00,9.10,Clinton East,Manhattan,Clinton East
1,2019-01-01 17:56:35,2019-01-01 18:12:14,1,4.00,48,48,15.50,16.80,Clinton East,Manhattan,Clinton East
2,2019-01-01 17:21:18,2019-01-01 17:29:46,1,1.71,38,42,8.00,9.30,Cambria Heights,Queens,Central Harlem North
2,2019-01-01 09:55:41,2019-01-01 10:01:09,1,0.91,39,42,5.50,8.84,Canarsie,Brooklyn,Central Harlem North
2,2019-01-01 17:21:13,2019-01-01 17:34:28,2,3.67,37,45,13.00,17.16,Bushwick South,Brooklyn,Chinatown
2,2019-01-01 00:49:23,2019-01-01 01:00:02,3,2.08,48,40,9.50,10.80,Clinton East,Manhattan,Carroll Gardens
2,2019-01-01 07:39:17,2019-01-01 07:49:35,1,1.63,49,29,8.50,11.30,Clinton Hill,Brooklyn,Brighton Beach
2,2019-01-01 23:50:45,2019-01-02 00:06:36,1,1.86,29,8,11.50,12.80,Brighton Beach,Brooklyn,Astoria Park
2,2019-01-01 07:17:02,2019-01-01 07:34:01,1,1.75,40,50,11.50,15.36,Carroll Gardens,Brooklyn,Clinton West
2,2019-01-01 16:41:28,2019-01-01 16:53:25,1,1.92,50,37,10.00,14.12,Clinton West,Manhattan,Bushwick South
1,2019-01-01 17:06:32,2019-01-01 17:19:07,1,1.50,7,48,9.50,13.50,Astoria,Queens,Clinton East
1,2019-01-01 22:25:43,2019-01-01 22:35:57,1,2.70,7,40,10.50,14.15,Astoria,Queens,Carroll Gardens
1,2019-01-01 09:36:52,2019-01-01 09:55:17,1,5.60,40,19,19.50,20.80,Carroll Gardens,Brooklyn,Bellerose
2,2019-01-01 17:07:53,2019-01-01 17:20:38,1,4.67,24,12,15.50,16.80,Bloomingdale,Manhattan,Battery Park
2,2019-01-01 22:47:45,2019-01-01 22:49:47,1,0.51,37,13,3.50,5.76,Bushwick South,Brooklyn,Battery Park City
2,2019-01-01 18:38:02,2019-01-01 18:51:08,1,2.22,41,43,11.00,14.76,Central Harlem,Manhattan,Central Park
2,2019-01-01 17:53:22,2019-01-01 18:37:34,1,13.34,43,22,43.00,50.06,Central Park,Manhattan,Bensonhurst West
2,2019-01-01 07:12:36,2019-01-01 07:19:48,1,0.96,7,37,6.50,9.36,Astoria,Queens,Bushwick South
2,2019-01-01 18:21:24,2019-01-01 18:32:12,2,3.17,37,12,11.00,14.30,Bushwick South,Brooklyn,Battery Park
2,2019-01-01 18:36:46,2019-01-01 18:58:17,1,4.66,12,7,18.00,19.30,Battery Park,Manhattan,Astoria
2,2019-01-01 17:47:45,2019-01-01 18:03:53,5,2.82,42,24,13.00,14.30,Central Harlem North,Manhattan,Bloomingdale
2,2019-01-01 00:14:18,2019-01-01 00:40:55,1,4.13,20,38,19.00,20.30,Belmont,Bronx,Cambria Heights
2,2019-01-01 02:46:00,2019-01-01 02:51:55,1,1.52,39,43,6.50,9.36,Canarsie,Brooklyn,Central Park
2,2019-01-01 18:59:07,2019-01-01 19:05:04,1,0.47,39,43,5.50,8.16,Canarsie,Brooklyn,Central Park
2,2019-01-01 03:22:02,2019-01-01 03:27:24,1,0.54,49,13,5.00,6.30,Clinton Hill,Brooklyn,Battery Park City
2,2019-01-01 03:32:28,2019-01-01 03:44:14,1,1.90,34,44,9.50,12.96,Brooklyn Navy Yard,Brooklyn,Charleston/Tottenville
2,2019-01-01 16:46:28,2019-01-01 16:53:43,1,1.33,44,29,7.00,9.96,Charleston/Tottenville,Staten Island,Brighton Beach
2,2019-01-01 16:56:58,2019-01-01 17:09:31,1,4.17,4,13,15.00,19.56,Alphabet City,Manhattan,Battery Park City
2,2019-01-01 18:05:21,2019-01-01 18:08:38,6,0.75,16,1,5.00,6.30,Bayside,Queens,Newark Airport
2,2019-01-01 17:12:25,2019-01-01 17:29:00,6,3.73,24,50,14.50,15.80,Bloomingdale,Manhattan,Clinton West
2,2019-01-01 17:31:46,2019-01-01 17:46:42,6,1.88,50,18,11.00,12.30,Clinton West,Manhattan,Bedford Park
2,2019-01-01 08:48:43,2019-01-01 09:09:19,6,2.76,18,44,14.50,15.80,Bedford Park,Bronx,Charleston/Tottenville
2,2019-01-01 08:20:00,2019-01-01 08:30:34,3,1.29,11,7,8.00,11.62,Bath Beach,Brooklyn,Astoria
2,2019-01-01 07:34:56,2019-01-01 07:53:34,3,1.91,34,11,12.50,16.56,Brooklyn Navy Yard,Brooklyn,Bath Beach
2,2019-01-01 09:57:15,2019-01-01 10:16:39,2,7.14,13,16,23.00,24.30,Battery Park City,Manhattan,Bayside
2,2019-01-01 01:18:16,2019-01-01 01:34:46,1,4.23,50,31,15.50,18.80,Clinton West,Manhattan,Bronx Park
2,2019-01-01 00:40:57,2019-01-01 01:04:45,1,3.36,31,14,17.00,21.96,Bronx Park,Bronx,Bay Ridge
1,2019-01-01 23:20:55,2019-01-01 23:28:28,2,2.00,37,25,8.00,11.60,Bushwick South,Brooklyn,Boerum Hill
1,2019-01-01 17:34:45,2019-01-01 17:41:46,4,1.40,13,37,7.00,10.35,Battery Park City,Manhattan,Bushwick South
1,2019-01-01 17:55:16,2019-01-01 18:02:05,2,1.40,37,36,7.00,8.30,Bushwick South,Brooklyn,Bushwick North
1,2019-01-01 18:24:31,2019-01-01 18:40:24,2,5.90,39,43,19.00,24.35,Canarsie,Brooklyn,Central Park
1,2019-01-01 13:42:06,2019-01-01 13:45:30,2,0.50,43,44,4.50,6.95,Central Park,Manhattan,Charleston/Tottenville
1,2019-01-01 07:50:41,2019-01-01 07:57:07,2,1.00,44,16,6.50,7.80,Charleston/Tottenville,Staten Island,Bayside
2,2019-01-01 07:24:34,2019-01-01 07:42:13,1,2.01,40,29,12.00,17.29,Carroll Gardens,Brooklyn,Brighton Beach
2,2019-01-01 09:49:25,2019-01-01 09:58:55,1,1.91,7,29,8.50,11.76,Astoria,Queens,Brighton Beach
1,2019-01-01 18:12:36,2019-01-01 18:31:36,1,8.70,29,42,25.50,32.15,Brighton Beach,Brooklyn,Central Harlem North
1,2019-01-01 17:41:29,2019-01-01 17:53:20,3,2.00,2,44,10.00,11.30,Jamaica Bay,Queens,Charleston/Tottenville
1,2019-01-01 09:15:34,2019-01-01 09:24:37,1,2.30,43,36,9.50,12.95,Central Park,Manhattan,Bushwick North
1,2019-01-01 02:29:47,2019-01-01 02:37:30,1,1.70,13,39,8.00,11.15,Battery Park City,Manhattan,Canarsie
1,2019-01-01 09:39:17,2019-01-01 09:41:52,1,0.70,39,38,4.50,6.38,Canarsie,Brooklyn,Cambria Heights
1,2019-01-01 08:43:17,2019-01-01 08:54:22,1,2.30,38,24,10.50,11.80,Cambria Heights,Queens,Bloomingdale
2,2019-01-01 00:05:49,2019-01-01 00:05:53,2,0.02,39,39,2.50,3.80,Canarsie,Brooklyn,Canarsie
2,2019-01-01 08:45:37,2019-01-01 08:56:45,2,2.34,38,37,10.50,11.80,Cambria Heights,Queens,Bushwick South
2,2019-01-01 15:58:13,2019-01-01 16:03:18,2,0.65,37,41,5.50,6.80,Bushwick South,Brooklyn,Central Harlem
1,2019-01-01 01:34:10,2019-01-01 01:41:36,1,1.10,31,14,7.00,9.96,Bronx Park,Bronx,Bay Ridge
1,2019-01-01 18:43:27,2019-01-01 19:02:42,2,2.90,14,12,14.50,18.95,Bay Ridge,Brooklyn,Battery Park
2,2019-01-01 07:32:32,2019-01-01 07:45:57,5,1.52,25,40,10.50,11.80,Boerum Hill,Brooklyn,Carroll Gardens
2,2019-01-01 02:54:38,2019-01-01 03:10:44,5,1.32,7,34,10.50,11.80,Astoria,Queens,Brooklyn Navy Yard
2,2019-01-01 22:21:53,2019-01-01 22:33:24,2,1.96,7,29,9.50,13.50,Astoria,Queens,Brighton Beach
2,2019-01-01 18:36:37,2019-01-01 18:39:49,1,0.89,29,20,4.50,6.67,Brighton Beach,Brooklyn,Belmont
2,2019-01-01 23:42:20,2019-01-01 23:51:53,1,2.66,20,13,10.00,11.30,Belmont,Bronx,Battery Park City
2,2019-01-01 09:57:01,2019-01-01 10:03:08,2,1.00,41,41,6.00,7.30,Central Harlem,Manhattan,Central Harlem
2,2019-01-01 17:53:03,2019-01-01 18:17:05,1,15.74,32,23,43.00,48.30,Bronxdale,Bronx,Bloomfield/Emerson Hill
1,2019-01-01 01:05:40,2019-01-01 01:11:43,1,1.90,31,16,7.50,11.40,Bronx Park,Bronx,Bayside
1,2019-01-01 22:19:01,2019-01-01 22:26:50,4,1.10,31,13,7.00,9.95,Bronx Park,Bronx,Battery Park City
1,2019-01-01 23:29:36,2019-01-01 23:57:24,1,4.50,13,48,21.00,22.30,Battery Park City,Manhattan,Clinton East
1,2019-01-01 03:59:05,2019-01-01 04:34:31,2,4.00,48,44,23.00,24.30,Clinton East,Manhattan,Charleston/Tottenville
2,2019-01-01 01:51:20,2019-01-01 01:57:38,1,0.86,20,37,6.00,9.49,Belmont,Bronx,Bushwick South
2,2018-12-31 01:59:57,2018-12-31 02:22:00,1,8.37,39,35,26.00,27.30,Canarsie,Brooklyn,Brownsville
2,2019-01-01 05:23:54,2019-01-01 05:29:59,1,0.74,35,19,6.00,7.30,Brownsville,Brooklyn,Bellerose
1,2019-01-01 08:06:09,2019-01-01 08:29:46,2,11.70,38,20,34.00,41.06,Cambria Heights,Queens,Belmont
1,2019-01-01 22:34:13,2019-01-01 22:44:22,2,1.30,14,33,8.00,11.15,Bay Ridge,Brooklyn,Brooklyn Heights
1,2019-01-01 17:53:56,2019-01-01 18:22:20,2,2.30,29,41,18.50,25.80,Brighton Beach,Brooklyn,Central Harlem
2,2019-01-01 01:27:35,2019-01-01 01:49:28,1,3.51,14,50,16.00,17.30,Bay Ridge,Brooklyn,Clinton West
2,2019-01-01 23:51:03,2019-01-01 23:57:14,1,0.29,50,48,5.50,6.80,Clinton West,Manhattan,Clinton East
2,2019-01-01 08:59:22,2019-01-01 09:28:41,1,1.85,48,20,17.50,22.56,Clinton East,Manhattan,Belmont
1,2019-01-01 18:22:28,2019-01-01 18:27:54,2,0.60,48,29,5.50,8.15,Clinton East,Manhattan,Brighton Beach
1,2019-01-01 18:32:52,2019-01-01 18:47:33,3,1.90,29,14,10.50,14.15,Brighton Beach,Brooklyn,Bay Ridge
1,2019-01-01 08:51:08,2019-01-01 09:01:58,3,1.60,14,12,9.00,10.30,Bay Ridge,Brooklyn,Battery Park
2,2019-01-01 23:22:27,2019-01-02 23:01:31,1,8.80,29,16,28.00,32.23,Brighton Beach,Brooklyn,Bayside
1,2019-01-01 16:36:59,2019-01-01 16:59:11,1,4.70,14,7,18.00,23.15,Bay Ridge,Brooklyn,Astoria
2,2018-12-31 19:56:50,2018-12-31 20:02:19,2,0.95,37,33,5.50,8.16,Bushwick South,Brooklyn,Brooklyn Heights
2,2019-01-01 00:11:09,2019-01-01 00:13:49,1,1.10,37,13,5.00,8.80,Bushwick South,Brooklyn,Battery Park City
2,2019-01-01 22:25:10,2019-01-01 22:29:45,1,0.94,37,40,5.50,6.80,Bushwick South,Brooklyn,Carroll Gardens
2,2019-01-01 00:37:01,2019-01-01 00:48:31,1,2.02,36,43,10.00,13.56,Bushwick North,Brooklyn,Central Park
2,2019-01-01 16:52:55,2019-01-01 17:24:56,2,5.52,42,11,23.00,24.30,Central Harlem North,Manhattan,Bath Beach
1,2019-01-01 15:12:01,2019-01-01 15:36:54,2,4.50,11,13,19.00,20.30,Bath Beach,Brooklyn,Battery Park City
1,2019-01-01 03:39:10,2019-01-01 03:49:42,3,0.90,37,11,7.50,8.80,Bushwick South,Brooklyn,Bath Beach
1,2019-01-01 23:59:21,2019-01-02 00:06:22,2,1.30,13,41,7.00,9.95,Battery Park City,Manhattan,Central Harlem
2,2019-01-01 03:08:52,2019-01-01 03:08:56,4,0.01,11,11,2.50,3.80,Bath Beach,Brooklyn,Bath Beach
2,2019-01-01 08:41:10,2019-01-01 08:52:14,4,1.99,48,49,9.50,13.50,Clinton East,Manhattan,Clinton Hill
2,2019-01-01 23:55:26,2019-01-02 00:08:29,5,2.36,40,48,11.00,14.76,Carroll Gardens,Brooklyn,Clinton East
1,2019-01-01 16:19:49,2019-01-01 16:23:37,1,0.90,39,38,5.50,6.80,Canarsie,Brooklyn,Cambria Heights
1,2019-01-01 08:25:36,2019-01-01 08:43:57,2,6.10,38,49,20.00,21.30,Cambria Heights,Queens,Clinton Hill
1,2019-01-01 07:53:21,2019-01-01 08:02:06,3,1.50,8,40,8.00,9.30,Astoria Park,Queens,Carroll Gardens
1,2019-01-01 01:12:36,2019-01-01 01:19:44,1,0.50,29,13,5.00,6.62,Brighton Beach,Brooklyn,Battery Park City
1,2019-01-01 08:27:59,2019-01-01 09:02:14,1,4.40,14,42,23.00,27.95,Bay Ridge,Brooklyn,Central Harlem North
1,2019-01-01 16:16:47,2019-01-01 16:34:26,2,1.50,42,11,12.00,13.30,Central Harlem North,Manhattan,Bath Beach
1,2019-01-01 08:37:01,2019-01-01 09:02:01,3,6.00,11,37,23.00,29.15,Bath Beach,Brooklyn,Bushwick South
2,2019-01-01 22:22:33,2019-01-01 22:30:08,3,1.77,39,36,8.00,11.16,Canarsie,Brooklyn,Bushwick North
2,2019-01-01 21:35:41,2019-01-01 22:03:41,2,3.79,43,34,19.50,26.00,Central Park,Manhattan,Brooklyn Navy Yard
2,2019-01-01 00:25:05,2019-01-01 00:27:41,1,0.84,40,13,4.50,6.96,Carroll Gardens,Brooklyn,Battery Park City
2,2019-01-01 00:30:23,2019-01-01 00:34:41,1,1.00,41,41,5.50,8.16,Central Harlem,Manhattan,Central Harlem
2,2019-01-01 02:35:46,2019-01-01 02:41:12,1,1.23,41,12,6.00,8.30,Central Harlem,Manhattan,Battery Park
2,2019-01-01 09:43:38,2019-01-01 09:46:56,1,0.68,12,40,4.50,7.25,Battery Park,Manhattan,Carroll Gardens
2,2019-01-01 15:48:55,2019-01-01 16:07:05,1,3.58,41,46,14.50,18.96,Central Harlem,Manhattan,City Island
2,2019-01-01 18:47:16,2019-01-01 19:08:49,1,1.61,18,46,13.00,14.30,Bedford Park,Bronx,City Island
